Temperature,Humidity,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
22.4,73.2,16.3,22.1,4.3,0.87,19.2,427
29.0,61.4,17.4,36.6,10.8,1.52,10.7,326
40.6,72.0,40.5,39.9,15.9,2.46,5.1,513
22.9,51.9,9.6,24.2,6.9,1.15,10.3,345
24.7,70.4,12.2,17.3,4.2,1.04,11.0,243
35.5,59.2,10.5,23.8,4.7,1.44,5.4,405
22.6,56.6,48.3,23.4,7.8,1.8,8.3,630
23.3,55.0,12.5,19.2,5.7,1.12,10.6,339
21.0,70.6,10.4,25.0,4.5,0.88,10.1,220
26.3,62.2,32.7,19.9,8.3,1.09,10.3,259
34.0,50.8,14.1,20.6,13.4,1.4,5.0,485
24.9,64.5,20.2,13.2,6.4,1.11,11.5,609
21.6,43.7,8.5,26.7,4.2,1.07,12.2,275
24.4,77.3,24.8,41.2,17.6,1.85,3.8,656
44.7,100.3,104.0,51.0,17.9,2.62,4.9,574
23.6,60.7,6.9,15.8,3.0,1.09,12.4,506
25.0,48.9,7.0,17.5,4.1,0.83,15.2,366
25.6,63.4,20.9,24.1,2.9,1.04,10.9,303
33.1,52.0,15.9,38.9,12.1,1.46,7.3,452
29.4,56.0,41.9,30.5,5.3,1.64,12.5,375
30.0,86.0,20.4,21.4,10.2,1.59,7.2,733
20.4,45.9,3.2,24.2,6.3,0.9,11.1,214
27.4,41.0,18.9,23.7,4.2,1.01,12.2,264
31.3,101.5,52.8,28.7,18.2,1.97,7.6,488
30.8,47.2,33.6,28.4,14.6,1.27,5.3,316
30.1,72.0,19.7,22.7,10.7,1.46,6.4,372
23.6,45.6,8.8,22.3,5.0,0.81,11.9,463
29.5,68.8,7.0,13.6,6.1,0.98,11.1,368
31.2,54.1,15.0,16.3,4.6,0.88,14.8,531
29.2,72.1,32.3,13.3,5.7,1.08,10.9,358
29.6,65.6,9.3,20.6,2.9,1.03,10.2,452
24.5,64.6,15.2,27.3,8.0,1.09,11.1,601
27.7,70.0,31.1,23.0,7.5,0.98,10.0,538
33.0,62.1,30.8,35.3,6.5,2.28,6.6,651
29.0,73.7,19.5,17.1,10.8,1.55,10.2,499
26.3,60.5,18.9,24.6,3.7,0.97,10.1,459
30.4,98.0,30.7,23.5,21.2,1.55,6.7,594
35.6,75.3,63.6,43.7,29.2,3.03,2.9,587
56.0,68.8,29.9,48.9,17.4,3.11,3.3,535
26.4,52.6,12.5,24.1,5.6,0.91,10.4,500
28.3,40.6,6.9,25.3,4.0,0.88,12.5,590
43.2,85.0,178.1,38.6,28.2,2.7,2.8,627
40.9,72.5,145.8,31.5,1.2,2.87,2.6,688
20.7,48.7,11.1,14.7,6.9,0.89,11.7,581
38.2,48.5,86.9,37.9,15.7,1.93,4.7,438
23.0,52.0,15.5,20.1,4.9,0.76,11.9,497
21.3,62.8,17.8,24.6,4.8,0.89,13.2,214
38.8,60.7,16.0,35.3,24.9,2.0,7.2,596
25.7,88.9,27.0,28.6,5.1,1.79,11.8,439
28.5,81.6,33.5,18.5,4.2,1.02,15.3,448
35.2,71.8,25.7,28.0,7.1,1.27,7.8,327
31.1,75.3,4.9,21.1,2.0,1.14,10.5,337
33.3,98.3,67.4,50.4,2.1,2.52,2.9,494
30.1,56.7,25.2,26.4,11.4,1.39,7.0,662
33.6,51.9,62.7,36.2,1.0,2.41,5.6,403
32.6,92.5,10.9,26.2,12.9,1.32,5.6,377
24.4,53.9,13.3,17.0,5.3,0.84,10.8,335
15.4,64.2,10.5,15.4,4.1,1.0,12.7,549
37.7,78.2,18.9,35.2,9.7,1.49,5.3,318
20.6,67.3,14.1,12.7,2.3,1.09,10.3,484
26.9,52.2,17.4,28.0,3.0,0.96,12.1,263
48.6,88.7,64.1,34.3,5.6,1.75,6.2,592
34.5,74.3,22.0,33.5,18.0,1.91,4.7,568
26.2,57.2,3.9,20.0,3.9,0.94,14.9,290
35.0,71.5,18.8,28.7,11.4,1.46,5.4,443
34.1,76.7,10.5,21.9,3.9,1.23,10.4,299
29.9,54.2,38.5,30.9,14.1,1.67,7.0,359
29.6,68.4,31.8,26.2,6.2,1.55,5.9,582
23.0,38.2,27.7,15.7,6.9,1.11,10.2,340
36.9,84.6,23.5,36.2,20.6,2.29,5.9,745
18.3,70.2,23.1,18.0,7.4,1.16,10.2,399
25.9,62.5,15.8,22.5,9.2,1.31,6.8,430
34.0,83.1,25.8,22.6,5.7,1.28,5.4,522
37.5,83.7,2.2,39.5,29.2,2.61,2.5,898
20.2,40.4,13.5,20.5,5.4,1.03,11.9,475
32.5,74.8,65.2,22.0,11.4,1.54,5.4,399
26.5,93.2,18.5,28.5,2.2,1.17,8.4,506
30.1,59.5,8.3,19.6,-0.4,1.0,15.3,488
26.3,45.3,14.0,18.3,2.8,0.96,12.2,411
20.4,44.9,9.2,20.5,5.7,1.03,10.2,545
26.2,56.5,28.2,14.2,-0.4,0.88,12.4,427
29.3,57.3,23.6,28.3,12.0,1.87,7.0,657
40.6,90.4,85.6,30.3,16.1,2.32,3.9,485
39.2,77.0,121.2,30.1,22.4,2.8,8.1,734
21.2,59.5,9.8,22.9,5.0,1.09,10.5,595
36.2,95.0,31.8,34.3,24.1,2.12,6.9,681
41.9,68.4,26.3,29.2,18.5,1.4,4.5,387
24.6,90.1,52.9,19.0,10.9,1.79,6.7,550
41.2,93.0,44.3,33.9,12.6,2.09,5.3,732
45.9,87.5,49.6,46.2,22.1,2.86,3.5,571
29.8,85.5,15.4,34.0,4.5,1.34,11.3,405
13.4,65.8,7.0,25.1,0.9,0.74,11.6,322
52.6,91.3,159.0,36.8,6.3,2.71,5.1,482
23.3,90.9,55.4,30.8,5.5,1.44,5.5,696
42.8,116.1,31.6,36.9,15.3,2.34,4.1,755
31.6,97.6,101.9,45.0,25.8,1.82,7.4,804
24.7,56.3,5.5,13.9,4.1,0.89,12.2,510
28.2,39.4,11.6,26.2,7.1,0.92,15.2,289
34.9,76.9,25.2,31.4,14.4,1.43,5.0,342
44.0,111.0,39.6,34.3,6.6,1.95,4.2,741
26.8,88.6,28.5,44.6,19.1,2.13,6.7,484
24.2,42.1,7.3,14.0,8.2,1.13,10.3,258
24.4,70.5,39.2,18.7,5.9,0.95,12.9,342
23.0,76.7,12.0,18.3,0.7,1.07,12.9,270
29.6,64.6,14.4,20.9,3.1,1.02,11.9,485
29.3,72.3,126.4,36.9,13.2,1.53,5.2,630
24.5,78.6,25.8,13.5,3.1,0.93,11.7,468
57.7,77.3,42.8,33.2,20.4,3.03,3.9,810
47.1,109.1,21.9,36.6,27.1,2.72,4.0,563
38.2,59.2,19.5,23.6,10.1,1.39,13.5,648
34.1,79.1,190.7,45.3,9.0,1.95,5.3,846
27.1,79.9,50.9,47.6,5.2,2.0,6.8,447
36.8,73.6,51.2,24.5,11.2,1.53,6.0,630
30.2,77.4,26.4,20.9,10.8,2.29,3.7,648
43.8,106.8,19.2,32.8,21.2,2.34,4.1,425
30.1,80.4,77.1,36.8,16.4,1.71,4.9,597
19.2,51.9,10.6,20.9,7.7,1.1,10.1,500
29.3,74.3,19.9,26.7,11.1,1.67,7.4,599
23.2,78.4,19.3,23.9,7.9,1.44,11.4,456
34.0,90.1,40.7,35.8,6.2,1.42,8.8,510
23.7,56.6,24.4,26.6,12.1,1.35,5.4,551
29.7,72.2,10.4,19.6,5.6,1.09,10.6,409
23.1,56.3,33.8,15.1,5.8,1.02,10.5,300
24.3,58.9,32.1,18.7,4.9,1.09,13.6,265
34.9,68.1,27.0,31.2,19.5,2.11,4.4,726
23.6,72.6,4.7,14.0,4.0,1.12,13.0,300
29.0,44.6,28.0,19.6,3.3,1.2,11.1,545
47.0,66.5,78.1,46.5,20.9,1.91,5.4,673
21.5,51.7,11.1,22.5,3.9,0.87,11.7,497
28.2,52.0,19.6,21.0,5.3,1.16,19.4,496
32.7,74.9,22.4,18.0,12.0,1.57,5.7,586
31.5,49.1,40.4,26.6,7.9,1.58,6.6,318
28.3,74.9,10.2,26.3,8.3,1.59,5.1,342
33.8,85.3,78.9,35.3,0.6,1.85,6.7,484
28.8,67.1,23.0,22.1,5.9,1.03,15.6,569
25.7,54.3,47.7,22.9,5.0,1.05,12.6,430
32.9,84.6,1.9,29.8,3.9,1.87,4.0,723
35.4,84.1,62.3,31.4,5.6,1.26,7.0,638
44.5,79.6,53.1,38.4,21.8,2.44,4.7,837
26.7,53.9,6.4,11.1,6.6,0.96,11.8,533
34.6,97.6,69.2,33.1,11.4,2.2,4.6,537
19.1,64.9,10.5,26.0,6.0,1.08,10.4,368
33.0,79.1,10.9,12.2,5.7,0.98,11.1,213
32.6,82.7,87.5,30.3,15.8,2.31,6.3,712
22.3,58.5,36.3,18.8,4.1,0.87,10.3,479
27.4,74.8,7.5,23.4,6.8,1.22,10.5,431
29.0,65.3,6.1,8.5,2.5,1.13,14.1,319
34.6,71.4,32.4,22.9,7.0,1.64,7.6,514
18.0,66.7,6.1,11.3,5.3,0.82,14.6,517
39.5,70.2,24.3,38.0,0.1,1.85,4.3,616
36.1,82.0,15.7,31.5,12.7,2.43,3.7,767
34.0,63.3,23.6,28.6,14.2,2.07,10.1,548
22.3,50.9,18.3,19.5,5.1,1.02,11.6,287
25.3,79.8,10.9,33.5,14.1,2.04,4.3,602
29.6,89.1,30.7,35.4,24.7,1.74,15.4,748
46.4,63.7,28.0,46.5,14.6,2.26,4.2,658
28.9,73.1,10.3,17.0,5.6,1.02,10.8,303
30.3,89.0,9.3,23.5,14.3,1.88,7.8,365
22.9,51.6,7.0,12.3,5.8,0.88,12.0,349
24.0,53.4,10.8,34.8,15.9,1.16,6.4,728
35.0,80.5,55.1,27.9,11.3,1.65,6.9,664
22.3,66.1,15.4,26.8,14.1,1.32,5.5,497
24.2,58.2,39.3,16.7,5.0,0.92,10.6,360
28.4,82.6,14.6,27.4,3.7,1.37,5.9,339
23.6,67.8,5.1,23.3,5.0,1.01,10.4,461
35.8,69.7,14.4,22.5,10.5,1.1,5.3,396
27.6,79.3,40.2,37.6,10.6,2.24,3.6,608
24.4,65.5,9.2,19.2,6.1,1.12,11.5,393
30.0,85.3,18.2,25.8,5.2,1.42,10.2,503
25.0,81.8,28.7,17.5,2.3,1.06,10.6,386
25.0,68.8,5.6,14.1,5.1,0.94,10.4,595
34.8,73.2,8.8,25.1,3.3,1.35,6.9,362
26.8,75.7,23.9,21.0,1.6,1.01,11.4,390
28.5,58.9,9.0,10.1,0.0,1.0,11.0,536
30.4,60.8,78.2,37.7,13.7,1.79,3.8,631
42.2,83.8,27.4,24.3,5.3,2.39,9.1,619
31.2,72.8,11.3,25.6,12.6,1.88,3.9,432
37.9,83.9,4.9,32.1,12.8,1.78,5.6,292
32.3,65.7,19.1,28.3,11.6,1.36,6.4,322
34.7,85.2,42.1,36.6,5.2,1.55,7.6,448
25.8,64.7,8.4,26.6,4.3,0.98,10.2,226
25.8,78.8,19.7,23.1,7.5,0.92,10.6,547
27.0,92.6,20.1,24.3,11.1,1.19,6.2,453
30.8,47.1,20.0,16.0,4.6,1.02,12.2,329
35.1,80.8,59.2,27.1,12.9,1.49,6.4,611
41.3,103.3,185.0,47.0,28.8,1.99,4.3,631
32.6,61.4,53.1,27.8,11.8,1.65,5.1,529
24.7,57.4,7.9,22.9,2.3,0.92,10.1,361
31.5,83.9,24.3,29.9,12.7,1.64,5.2,265
32.8,81.0,22.2,35.2,7.3,1.31,9.1,534
22.0,50.9,28.9,19.0,4.6,1.02,10.1,303
31.5,80.1,28.0,14.9,7.3,1.21,7.6,317
24.4,69.9,30.0,19.4,10.2,1.72,11.3,581
27.1,75.3,7.1,13.8,7.9,1.03,12.7,499
18.0,52.5,11.4,16.8,3.4,0.9,12.2,550
25.3,40.1,4.5,23.8,6.5,1.09,12.3,444
38.8,69.4,52.2,27.8,16.9,2.32,7.5,451
35.3,85.4,68.2,30.3,10.2,1.3,5.0,493
22.2,65.9,13.5,14.3,5.0,0.89,11.0,390
32.1,72.6,25.5,21.7,7.1,1.55,6.7,374
40.3,120.5,27.6,47.8,10.1,2.58,2.5,799
44.1,101.9,40.8,31.4,29.7,2.66,6.3,761
18.9,63.2,8.0,13.9,5.0,1.09,10.3,410
28.2,63.5,13.0,27.3,9.4,1.65,7.6,531
33.2,80.6,32.1,23.0,21.3,1.84,5.4,793
25.0,59.7,4.0,13.7,5.3,1.04,11.2,364
20.2,76.4,38.5,21.7,5.4,1.0,12.4,501
33.5,81.2,56.5,34.2,27.2,1.95,3.7,600
24.5,59.1,46.4,36.8,22.7,1.83,3.5,562
25.5,56.8,11.7,24.9,2.5,1.09,11.2,507
21.9,70.5,9.8,15.3,4.4,0.83,11.0,326
28.8,69.1,16.8,25.2,7.7,1.6,8.7,643
30.3,73.7,61.4,25.7,11.3,1.89,3.5,523
23.4,52.5,10.7,16.9,3.1,1.37,8.1,396
32.2,62.2,34.3,33.7,26.4,2.12,8.3,512
28.8,71.7,25.6,16.7,6.1,0.97,11.9,539
17.0,77.2,26.3,19.7,8.1,1.0,11.1,217
37.2,65.7,20.4,45.2,14.6,1.45,5.1,506
26.8,76.1,10.1,25.1,4.7,1.01,10.3,394
27.3,81.7,4.0,26.1,3.9,1.07,11.3,520
28.2,89.5,53.9,29.1,12.1,1.29,6.7,544
43.3,62.4,47.6,39.7,10.8,2.98,2.8,586
25.6,74.7,8.6,20.2,1.0,0.84,14.9,287
27.0,67.8,28.9,12.9,3.9,1.1,14.7,559
34.7,97.6,19.6,23.1,19.6,2.12,6.4,596
37.2,91.7,117.2,28.8,6.9,1.43,9.5,645
30.1,70.5,53.0,24.8,8.3,1.34,5.9,683
37.0,60.4,17.8,32.1,19.7,2.22,4.8,407
30.1,51.5,14.9,13.8,2.0,0.97,10.2,240
21.4,49.5,15.3,22.7,7.8,0.92,12.5,576
32.0,48.8,15.8,16.9,8.6,1.65,5.2,662
48.8,95.8,28.0,36.0,33.7,2.59,2.6,586
32.9,110.4,40.4,32.0,25.8,2.5,5.0,775
32.5,56.9,25.1,23.2,13.4,1.61,5.3,451
17.2,64.4,48.7,20.8,5.9,1.08,12.6,569
29.3,44.4,5.7,14.4,2.3,0.98,10.1,284
21.5,47.3,18.8,15.6,6.2,1.0,11.4,271
36.1,84.1,42.0,35.7,14.7,2.39,5.3,444
32.4,62.2,52.6,28.7,15.8,1.33,6.1,463
24.7,71.6,34.2,24.8,3.2,1.06,10.6,596
28.2,68.0,94.6,35.2,21.2,2.25,6.2,698
28.6,50.6,48.8,15.7,7.2,1.14,11.8,531
20.2,59.0,16.7,19.3,7.2,0.99,10.4,393
32.1,75.6,21.1,18.9,12.4,1.44,9.3,405
40.4,79.3,43.9,31.1,18.0,1.85,6.6,615
28.3,87.1,48.5,22.9,10.0,1.48,5.4,550
36.0,70.2,41.9,30.7,16.0,1.79,4.6,624
28.0,76.6,35.9,28.1,13.4,1.53,7.4,440
21.2,40.0,6.1,15.1,6.4,1.04,15.8,481
26.7,41.7,18.9,18.9,6.3,0.9,12.3,550
35.1,64.8,125.3,28.2,15.6,2.24,7.2,762
24.2,68.2,6.3,20.3,8.2,1.04,10.5,267
29.9,48.1,41.4,24.8,3.3,0.91,10.9,554
24.7,79.4,9.0,19.3,0.7,0.91,10.6,219
29.0,50.4,18.9,26.4,9.4,1.75,9.0,302
40.0,88.7,46.0,45.1,20.7,2.03,3.2,821
41.2,80.2,34.5,25.7,11.4,2.08,3.7,714
34.8,60.9,54.1,24.0,15.6,1.28,10.8,308
30.4,72.9,25.7,29.3,8.9,1.58,5.3,655
26.1,46.3,10.9,19.3,3.2,1.18,17.6,471
23.0,44.5,10.6,13.7,6.3,1.13,11.5,537
40.6,77.6,46.7,35.9,13.8,1.96,4.5,434
22.4,69.0,12.2,18.7,4.0,1.15,12.8,245
34.6,48.6,15.6,26.6,13.0,1.42,12.0,410
31.2,99.0,59.3,38.7,18.5,1.79,11.0,639
37.1,74.0,24.9,42.6,10.6,2.08,4.4,406
21.9,71.4,19.3,18.2,1.6,1.0,18.8,505
25.1,63.9,8.8,17.3,6.3,1.12,11.0,367
32.0,69.7,110.4,36.1,20.5,2.3,6.8,673
30.5,75.1,34.0,25.6,7.6,1.21,6.1,401
23.5,51.9,15.0,14.4,0.5,1.41,5.9,475
18.7,65.8,15.6,27.5,7.3,0.86,12.9,259
31.7,78.8,33.1,31.5,10.8,1.6,6.2,494
23.2,74.3,7.7,19.0,2.1,1.1,10.1,274
30.9,66.2,20.8,12.5,4.9,0.93,11.4,459
25.6,79.9,5.6,22.3,7.1,0.87,10.5,516
35.5,75.9,28.7,44.0,24.8,2.39,5.2,536
26.2,49.9,2.0,22.9,2.3,0.94,17.9,581
20.3,78.3,11.9,22.8,7.2,1.1,15.4,342
23.6,67.9,31.3,32.5,12.4,1.48,6.2,309
49.4,100.9,186.8,34.0,19.1,3.21,2.6,820
31.9,68.5,19.3,20.7,1.9,1.46,12.4,537
23.6,56.0,29.9,17.1,4.7,1.1,15.0,540
33.9,63.5,78.8,41.8,18.9,1.99,3.6,454
25.2,52.1,4.8,21.1,4.6,1.1,11.7,230
34.7,63.4,92.0,29.9,4.0,1.36,6.1,566
29.2,77.6,114.2,27.5,3.4,1.86,6.2,549
32.7,82.0,78.4,30.5,-1.9,1.93,3.4,766
24.9,56.1,28.4,24.9,10.3,1.3,9.5,542
22.8,56.6,15.4,13.8,4.3,1.11,11.7,372
43.7,80.1,49.7,27.4,17.9,2.1,8.7,561
39.2,68.0,18.4,30.2,16.8,1.77,3.8,763
29.9,86.8,41.3,20.6,8.3,1.46,10.6,295
31.9,72.0,87.0,37.9,7.3,2.24,4.0,679
28.1,66.3,69.9,23.9,13.7,1.61,5.0,653
39.1,66.5,94.6,33.5,29.7,2.27,2.6,756
20.1,66.0,3.5,17.0,2.6,1.02,10.6,573
33.2,101.3,20.5,36.6,14.2,1.53,8.4,509
28.7,81.0,28.2,23.5,12.0,1.42,10.5,352
39.3,57.3,59.1,22.0,17.7,1.64,4.7,573
37.5,49.5,14.9,21.7,7.3,1.64,5.4,654
41.3,77.0,28.8,51.9,25.2,2.11,8.3,643
29.5,69.6,18.2,28.9,6.7,0.94,11.7,363
27.5,69.5,10.0,22.2,5.8,0.99,11.1,462
24.3,53.7,32.8,24.1,4.5,0.96,14.0,217
24.5,93.6,31.7,22.4,11.6,1.81,8.3,585
22.3,68.0,43.1,29.5,13.8,1.97,9.0,612
21.8,43.3,5.1,19.8,8.0,0.84,10.6,451
38.6,92.3,55.3,40.9,16.3,2.65,2.6,564
39.8,73.3,90.4,16.3,12.5,2.36,5.4,666
33.1,72.7,73.6,45.6,7.6,1.91,3.8,446
29.6,75.1,14.0,25.6,9.5,1.52,8.2,649
51.3,89.9,28.8,64.9,20.6,2.18,2.6,807
44.2,63.5,137.5,38.7,22.6,1.41,3.4,707
30.5,76.0,48.8,25.3,3.3,1.56,7.3,721
32.3,98.4,39.8,35.2,13.5,2.07,4.3,773
39.2,84.3,107.9,32.5,24.6,2.37,4.8,450
20.4,59.3,4.2,23.4,4.3,1.0,11.3,219
30.6,57.8,31.5,15.4,19.9,1.48,5.4,502
27.1,47.0,2.7,12.5,4.8,0.96,10.4,591
25.4,74.3,7.1,19.9,4.2,1.09,10.8,483
42.3,70.8,35.2,28.1,20.8,2.21,3.9,651
33.6,50.5,31.4,31.5,14.2,1.7,8.2,456
36.4,78.0,47.9,30.4,6.8,2.07,4.4,656
34.4,107.9,33.4,37.1,15.3,1.99,5.4,388
42.2,101.8,55.9,55.3,17.1,2.17,8.5,698
25.2,90.6,27.6,20.8,16.1,1.39,5.0,381
35.2,80.2,19.1,36.4,21.5,1.69,4.7,546
21.7,67.5,42.5,16.0,4.5,1.16,10.1,231
35.2,57.6,59.0,22.3,4.7,1.37,5.3,650
30.1,86.8,22.4,27.9,6.0,1.29,6.0,690
29.6,72.1,6.6,17.4,6.4,1.06,10.7,353
46.8,91.0,17.0,55.2,19.5,2.36,2.5,587
36.0,70.9,75.3,24.9,24.7,2.13,8.3,458
29.2,61.8,10.4,26.9,4.4,0.95,10.1,517
23.8,54.2,5.1,18.7,6.8,1.12,12.2,351
21.1,60.1,11.2,22.0,2.3,1.04,15.1,478
33.8,53.7,30.1,25.8,10.6,1.23,5.3,640
22.2,74.9,3.5,16.5,4.4,0.88,10.8,243
26.1,82.7,37.5,36.7,12.0,1.5,4.3,706
25.1,61.0,36.0,27.6,17.5,1.51,6.6,458
46.5,101.4,122.4,29.8,20.2,3.09,4.1,584
31.9,78.1,30.3,29.4,9.0,1.76,5.3,671
44.0,80.4,29.5,27.9,8.5,2.12,4.1,685
35.2,71.9,5.3,26.6,5.2,0.98,11.2,442
34.4,85.0,53.6,50.5,35.4,2.5,3.8,822
28.4,48.3,15.7,18.2,4.1,1.2,10.2,503
39.0,77.2,52.4,47.7,18.9,1.7,5.2,617
22.9,57.9,8.4,22.8,2.9,1.03,12.8,521
36.9,69.8,62.3,37.2,21.0,2.04,3.8,414
27.0,54.6,10.1,15.1,3.1,0.85,15.9,312
28.1,62.6,29.4,16.2,12.3,1.77,7.1,676
28.7,84.0,86.5,24.0,6.7,1.2,9.6,423
44.3,61.7,66.4,32.7,13.1,1.82,4.1,614
32.5,85.1,46.3,29.1,13.2,1.89,5.9,599
30.9,65.8,24.2,26.4,14.1,1.77,6.4,453
34.8,54.9,18.9,20.1,11.0,1.63,5.3,385
22.4,73.0,15.0,26.6,3.6,0.97,12.9,266
23.3,58.1,7.4,24.1,7.6,1.28,5.2,538
37.0,74.4,114.3,28.0,15.4,1.85,6.3,634
30.6,61.9,5.2,21.0,7.4,0.93,10.5,406
31.3,89.6,17.0,25.1,17.2,2.18,4.2,832
36.2,56.8,35.3,30.8,8.1,1.47,5.7,388
22.3,59.6,23.5,27.9,5.8,1.01,10.0,359
22.1,53.1,9.9,19.3,6.0,1.03,10.1,292
29.8,80.8,14.9,17.1,-0.4,1.53,5.7,502
30.5,80.8,27.8,25.6,16.7,1.87,6.7,716
25.4,43.2,55.1,21.1,1.1,0.95,11.0,537
35.1,85.7,26.3,24.1,9.9,1.45,8.2,483
21.2,52.0,3.9,17.9,4.5,0.95,10.5,278
37.2,69.3,129.3,43.4,12.5,1.93,9.0,529
23.0,40.9,25.2,21.5,3.4,1.02,14.8,215
30.1,78.3,45.7,35.3,9.2,1.46,5.8,562
29.3,77.1,19.8,14.0,2.9,1.07,11.6,361
17.4,45.8,33.0,22.0,7.3,0.97,10.8,451
22.7,76.8,15.2,21.9,4.9,0.99,18.6,410
25.7,42.0,17.4,22.7,7.2,1.16,10.4,384
43.6,93.3,90.4,33.6,17.9,1.98,9.6,425
33.8,66.1,79.2,35.2,18.6,2.06,4.5,636
31.3,89.8,37.7,31.6,36.8,2.72,3.4,532
32.7,64.6,18.9,30.5,9.5,1.65,7.2,505
39.1,84.8,19.1,33.3,5.9,2.11,5.1,620
19.7,39.9,6.8,28.4,7.6,1.14,10.2,347
27.9,60.5,47.1,17.2,17.3,1.75,3.9,603
28.8,40.1,17.6,25.9,7.2,1.06,13.3,390
44.9,84.2,16.2,33.4,17.0,1.93,4.4,701
31.0,69.1,29.6,24.8,5.7,1.62,6.2,704
35.0,81.6,65.4,32.5,5.0,1.59,8.2,624
21.8,43.0,17.0,12.5,2.5,0.99,13.0,623
20.1,73.7,14.6,15.9,3.5,0.93,13.6,512
25.4,65.3,34.7,21.9,5.2,1.41,10.8,527
38.1,79.6,40.8,27.7,11.6,1.45,6.3,411
41.3,90.6,88.5,45.0,30.2,2.93,6.8,902
27.3,103.2,45.3,29.0,11.5,1.37,11.8,477
35.8,90.0,27.5,37.6,17.1,2.02,4.6,644
29.2,54.0,8.7,27.7,10.5,1.4,5.7,327
32.8,89.1,32.4,44.1,16.1,1.64,4.3,734
44.9,100.6,28.7,43.6,15.9,2.18,6.0,630
40.0,84.5,57.1,41.8,16.9,1.83,5.4,578
36.4,107.9,32.0,25.7,14.7,2.03,3.6,686
44.6,78.5,42.2,39.1,30.8,2.95,5.0,743
24.5,50.7,8.1,15.3,2.4,1.02,10.6,258
44.4,73.7,59.1,43.7,23.9,3.15,6.3,841
26.2,54.4,22.0,26.8,6.1,0.88,10.4,377
29.0,39.7,16.2,26.2,4.2,0.97,15.0,250
24.3,66.2,76.4,14.9,6.0,1.03,11.2,325
27.3,73.7,28.4,27.5,16.4,1.4,7.3,293
22.1,54.0,15.4,13.9,8.9,1.0,10.5,265
26.1,54.2,21.1,15.3,5.2,0.98,10.0,427
31.5,53.9,10.8,29.9,12.7,1.58,5.3,395
34.2,89.7,28.2,22.1,7.2,1.69,3.5,606
35.7,91.0,50.3,19.0,15.4,1.94,4.2,539
27.1,36.1,16.2,18.6,5.5,0.91,10.3,311
33.6,71.0,77.5,27.7,10.8,1.89,3.8,644
39.3,74.8,49.3,33.0,21.3,1.84,3.8,730
24.6,73.2,10.1,25.5,8.8,0.77,17.8,384
24.4,71.5,19.0,20.3,3.0,0.91,13.0,473
42.1,87.6,22.2,37.6,27.2,2.3,2.8,451
24.5,56.2,29.6,13.5,4.3,0.93,11.5,364
28.7,52.5,11.7,13.4,5.9,1.05,15.8,454
33.4,86.5,194.7,48.7,4.6,2.36,6.5,737
35.8,64.1,27.3,30.5,20.6,1.79,4.7,626
22.0,58.7,14.2,23.8,3.5,1.05,12.5,390
33.8,64.8,70.6,27.2,12.0,1.87,5.9,781
24.6,76.2,25.0,20.5,9.2,0.95,10.3,400
31.2,77.6,15.2,26.6,4.5,0.91,10.3,410
24.2,41.4,31.1,24.7,3.7,1.05,11.2,257
27.0,78.8,3.4,19.1,7.0,1.05,11.6,420
34.6,87.2,70.1,38.0,18.3,1.41,10.3,471
27.3,67.3,11.2,24.8,10.7,2.19,5.0,389
31.2,93.7,10.9,19.0,14.2,1.51,7.1,344
40.8,82.2,14.3,29.8,10.6,1.04,5.1,481
29.6,98.5,87.6,44.3,12.9,2.28,6.1,711
28.0,48.6,11.1,19.9,2.8,1.0,10.8,390
29.9,96.2,29.3,35.5,18.2,1.85,3.4,444
42.2,83.4,49.7,36.8,15.8,1.39,3.5,766
22.2,74.0,99.8,29.1,10.7,1.94,5.2,573
25.5,60.7,17.3,22.8,6.3,1.05,10.2,421
25.2,54.0,4.1,17.3,7.8,1.04,13.0,307
26.8,91.8,10.5,28.3,7.2,1.31,9.6,376
30.8,66.5,21.5,23.8,0.7,1.54,6.6,528
33.4,76.3,7.9,23.7,3.8,1.89,8.2,388
29.5,72.7,25.0,21.2,9.7,1.59,7.5,404
37.7,76.3,15.2,22.0,13.0,1.02,6.2,386
28.8,44.8,8.8,12.1,3.9,0.92,14.0,298
33.8,72.1,14.2,32.5,17.5,1.59,14.5,646
39.8,66.5,26.8,42.9,17.1,1.31,5.0,556
28.5,44.0,3.1,15.1,5.0,0.83,19.2,405
28.2,52.3,11.8,17.2,7.7,0.84,13.0,243
30.0,85.1,91.5,30.7,7.1,1.52,5.3,373
25.1,81.3,21.9,33.8,8.1,1.48,13.9,625
25.4,53.2,12.3,20.4,1.5,1.14,10.3,493
38.9,86.0,29.0,39.7,15.2,2.09,4.1,477
43.1,75.5,14.2,38.8,11.0,2.24,9.0,644
34.6,69.0,62.9,26.9,12.1,2.2,6.0,721
22.7,44.0,16.1,16.1,3.4,0.95,12.9,330
21.7,74.1,74.9,20.9,7.1,1.63,5.0,580
30.5,48.5,8.0,17.4,3.9,0.95,13.8,371
25.8,77.7,29.9,13.6,6.3,0.85,12.4,549
23.0,45.5,17.6,26.9,3.5,1.17,14.5,410
26.0,64.5,15.5,25.2,3.1,0.98,5.3,359
24.1,59.3,33.1,31.0,16.7,2.0,5.3,622
30.9,78.3,24.0,35.2,15.4,1.35,11.6,326
27.1,39.1,6.3,13.5,5.3,1.15,11.1,551
